,created_at,id,full_text,url,retweet_count,favorite_count,name,datetime,EST,text_length
168,Sun Oct 23 12:31:02 +0000 2022,1584160467659812865,One of India's most divisive tycoons is challenging Elon Musk's Tesla with affordable electric cars https://t.co/1Gtp1jFJvn,https://trib.al/EJSS0Xw,17,50,Bloomberg,2022-10-23 12:31:02+00:00,2022-10-23 08:31:02-04:00,123
169,Sun Oct 23 12:27:04 +0000 2022,1584159470434668544,"What's in your 401(k)? Fossil fuels, most likely.

Here's a guide on how to scrub them out of your retirement plan https://t.co/lgjJa8wxqK",https://trib.al/gb1prk4,8,21,Bloomberg,2022-10-23 12:27:04+00:00,2022-10-23 08:27:04-04:00,138
170,Sun Oct 23 12:24:17 +0000 2022,1584158768241446913,"A Russian warplane crashes into a residential building in the Siberian city of Irkutsk, killing both crewmembers, AP reports https://t.co/79kvNxnc9f",https://trib.al/u6j2wnp,29,68,Bloomberg,2022-10-23 12:24:17+00:00,2022-10-23 08:24:17-04:00,148
171,Sun Oct 23 12:23:52 +0000 2022,1584158664235003905,It's another week of big events for Britain. Here's what you need to know https://t.co/bkteA8nXs6,https://trib.al/wr4nNyP,14,28,Bloomberg,2022-10-23 12:23:52+00:00,2022-10-23 08:23:52-04:00,97
172,Sun Oct 23 12:19:03 +0000 2022,1584157451968184321,Unscripted moments at the Communist Party Congress point to dangers ahead for China’s ever more powerful president https://t.co/YuDhIpbUrG,https://trib.al/FnL5dHe,17,47,Bloomberg,2022-10-23 12:19:03+00:00,2022-10-23 08:19:03-04:00,138
173,Sun Oct 23 12:16:59 +0000 2022,1584156932570755074,Huge economic and fiscal headwinds ahead spell further pain for the pound regardless of who is the next PM https://t.co/C4stswpV1o,https://trib.al/DSWHF1l,8,23,Bloomberg,2022-10-23 12:16:59+00:00,2022-10-23 08:16:59-04:00,130
174,Sun Oct 23 12:16:06 +0000 2022,1584156708594937858,"⚡️ Xi Jinping stacks China's most powerful body with allies. Potential rivals are out. And not a single woman sits on the Politburo for the first time in 25 years.

Here's everything that happened at the country's twice-a-decade party congress https://t.co/zdZFXyoAiv",https://trib.al/M4hILxY,25,76,Bloomberg,2022-10-23 12:16:06+00:00,2022-10-23 08:16:06-04:00,267
175,Sun Oct 23 12:15:14 +0000 2022,1584156491137056768,Slovenians are voting for a new president who may consolidate the position of the left-leaning government or give an ousted nationalist leader a comeback https://t.co/NFOIMPnqcL,https://trib.al/Qp9pp88,6,14,Bloomberg,2022-10-23 12:15:14+00:00,2022-10-23 08:15:14-04:00,177
176,Sun Oct 23 12:00:04 +0000 2022,1584152673342758912,"It was March 2020 and an unfamiliar disease was tearing through the passengers and the crew of the MS Zaandam cruise liner. On board, exhaustion, despair and panic were spreading too https://t.co/QYXRSwj4QS",https://trib.al/f2JDZBb,6,24,Bloomberg,2022-10-23 12:00:04+00:00,2022-10-23 08:00:04-04:00,206
177,Sun Oct 23 11:54:26 +0000 2022,1584151258579226624,The announcement comes after a group called Black Reward claimed that it had hacked the agency as part of a campaign supporting anti-government protests https://t.co/zOqK8LtzD1,https://trib.al/iX2u32w,19,28,Bloomberg,2022-10-23 11:54:26+00:00,2022-10-23 07:54:26-04:00,176
178,Sun Oct 23 11:45:04 +0000 2022,1584148900025602048,"Britain will suffer in austerity and limbo waiting two years for a general election after the Tories install yet another leader, says @johnauthers. What it all means for the economy and sovereignty https://t.co/dnA262eBFj via @opinion",https://trib.al/KnRAebe,19,26,Bloomberg,2022-10-23 11:45:04+00:00,2022-10-23 07:45:04-04:00,234
179,Sun Oct 23 11:31:04 +0000 2022,1584145377715814400,Former Bank of England Governor Mervyn King warns much higher taxes are needed fund a post-pandemic Britain https://t.co/4f7x2ebtAY,https://trib.al/UMoTdyf,25,36,Bloomberg,2022-10-23 11:31:04+00:00,2022-10-23 07:31:04-04:00,131
180,Sun Oct 23 11:21:06 +0000 2022,1584142868418994176,"Drake and rapper 21 Savage announced their new collaboration album, Her Loss, will be released next week https://t.co/JBtkiQsYsz",https://trib.al/7xLGfMj,12,56,Bloomberg,2022-10-23 11:21:06+00:00,2022-10-23 07:21:06-04:00,128
181,Sun Oct 23 11:21:04 +0000 2022,1584142861117067264,"As Egypt prepares to stage COP27, the geopolitical context that shapes all international diplomacy has gone from tense to precarious https://t.co/HffsAqUfpP",https://trib.al/mhlOCg1,12,20,Bloomberg,2022-10-23 11:21:04+00:00,2022-10-23 07:21:04-04:00,156
182,Sun Oct 23 11:17:06 +0000 2022,1584141860104450050,"The pandemic surge in goods purchases looks to be over, according to the latest readings on Bloomberg’s Trade Tracker https://t.co/j6GVTVIGTW",https://trib.al/8ma1Kbn,11,24,Bloomberg,2022-10-23 11:17:06+00:00,2022-10-23 07:17:06-04:00,141
183,Sun Oct 23 11:16:04 +0000 2022,1584141601063829505,"“Somebody has to take the hit.” Crypto C-suites are facing an exodus as the industry comes off a $2 trillion rout. It’s heralding a new era for the sector.  
Read The Big Take ⬇️ https://t.co/VVsqxtQRPA",https://trib.al/fVqoqyE,8,21,Bloomberg,2022-10-23 11:16:04+00:00,2022-10-23 07:16:04-04:00,202
184,Sun Oct 23 11:12:00 +0000 2022,1584140577423114241,"Ethereum's Merge, the move from proof of work to proof of stake, has reshaped the conversation around crypto's energy consumption.

@timsteno explains the difference in 30 seconds https://t.co/LxESY9DFSy (Video via @Quicktake) https://t.co/rODvv7vckt",https://trib.al/47bAvTY,14,23,Bloomberg,2022-10-23 11:12:00+00:00,2022-10-23 07:12:00-04:00,250
185,Sun Oct 23 11:01:27 +0000 2022,1584137923666276352,UK Home Secretary Grant Shapps backs Rishi Sunak to be the next PM  https://t.co/nDOTQ9LjxC,https://trib.al/iZ3MWEs,11,33,Bloomberg,2022-10-23 11:01:27+00:00,2022-10-23 07:01:27-04:00,91
186,Sun Oct 23 11:00:06 +0000 2022,1584137585525346304,America’s convention center kings want you wearing lanyards again https://t.co/3RfK62MhaC,https://trib.al/NzHFLSA,5,11,Bloomberg,2022-10-23 11:00:06+00:00,2022-10-23 07:00:06-04:00,89
187,Sun Oct 23 10:52:22 +0000 2022,1584135638281879552,"There are three, more powerful flu shots available this year. How do you decide which one to take? https://t.co/OBfcUu7aWl",https://trib.al/JBUP4de,8,17,Bloomberg,2022-10-23 10:52:22+00:00,2022-10-23 06:52:22-04:00,122
188,Sun Oct 23 10:52:22 +0000 2022,1584135638236172289,The chairman of Kuwait Airlines says he expects the company to break even next year after decades of losses https://t.co/dUH0mnRGvM,https://trib.al/jqmoMAB,10,20,Bloomberg,2022-10-23 10:52:22+00:00,2022-10-23 06:52:22-04:00,131
189,Sun Oct 23 10:51:27 +0000 2022,1584135405448089601,"Fighting in Blue Nile province, which borders Ethiopia and South Sudan, reignited earlier this month over a land dispute. Via @AP https://t.co/GdZ0pPomEd",https://trib.al/MMKXDgy,6,18,Bloomberg,2022-10-23 10:51:27+00:00,2022-10-23 06:51:27-04:00,153
190,Sun Oct 23 10:45:03 +0000 2022,1584133796840222722,"British billionaire Jim Ratcliffe, a driving force behind Eliud Kipchoge's sub-two-hour marathon, is expanding his presence in Monaco  https://t.co/Le2U6ZMD8Q",https://trib.al/h8rQ2EI,12,27,Bloomberg,2022-10-23 10:45:03+00:00,2022-10-23 06:45:03-04:00,158
191,Sun Oct 23 10:44:05 +0000 2022,1584133552551387136,"In a push to electrify their nations’ car fleets, governments around the world are trying to roll out and scale their public charging infrastructure. But nowhere has it been more successful than in this Chinese province https://t.co/3AaeY4w9oM",https://trib.al/pnRrJHC,12,21,Bloomberg,2022-10-23 10:44:05+00:00,2022-10-23 06:44:05-04:00,243
192,Sun Oct 23 10:41:02 +0000 2022,1584132784519491586,How fast is the world switching to clean energy? 87 countries have passed the all-important 5% tipping point https://t.co/L2viVURgCq via @climate,https://trib.al/nvIaE9q,15,28,Bloomberg,2022-10-23 10:41:02+00:00,2022-10-23 06:41:02-04:00,145
193,Sun Oct 23 10:35:49 +0000 2022,1584131471409033217,"Li Qiang’s rise to become China’s No. 2 official, months after overseeing Shanghai’s chaotic Covid lockdown, made clear the top criteria for Communist Party promotion: loyalty to Xi Jinping https://t.co/sELGbUmJMH",https://trib.al/PTYqAkP,34,97,Bloomberg,2022-10-23 10:35:49+00:00,2022-10-23 06:35:49-04:00,213
194,Sun Oct 23 10:31:18 +0000 2022,1584130335167893508,"Giorgia Meloni backs Ukraine and NATO, but her new government is set to shift to Italy First nationalist policies https://t.co/GvqAXnkHIt",https://trib.al/q6LMloq,13,48,Bloomberg,2022-10-23 10:31:18+00:00,2022-10-23 06:31:18-04:00,137
195,Sun Oct 23 10:21:01 +0000 2022,1584127748947075072,Shell to invest in a new Qatari LNG project scheduled to hit the gas market in about five years from now https://t.co/0kFL7GUjoH,https://trib.al/HhOMSsd,19,61,Bloomberg,2022-10-23 10:21:01+00:00,2022-10-23 06:21:01-04:00,128
196,Sun Oct 23 10:16:03 +0000 2022,1584126499401003008,"⚡️ Xi Jinping stacks China's most powerful body with allies. Potential rivals are out. And not a single woman sits on the Politburo for the first time in 25 years.

Here's everything that happened at the country's twice-a-decade party congress https://t.co/nuVWxKNpaB",https://trib.al/uJlh8UN,54,121,Bloomberg,2022-10-23 10:16:03+00:00,2022-10-23 06:16:03-04:00,267
197,Sun Oct 23 10:15:02 +0000 2022,1584126241430388737,Bonds designed to protect against rising inflation sound innocent enough. The reality is more complicated  https://t.co/XuY4w9uXiw,https://trib.al/VLYlkC8,21,31,Bloomberg,2022-10-23 10:15:02+00:00,2022-10-23 06:15:02-04:00,130
198,Sun Oct 23 10:13:17 +0000 2022,1584125801490173953,Rishi Sunak confirmed he will stand in the Conservative Party race to become the next UK prime minister https://t.co/LrKw3qtnYd,https://trib.al/7S37Hc8,25,80,Bloomberg,2022-10-23 10:13:17+00:00,2022-10-23 06:13:17-04:00,127
199,Sun Oct 23 10:10:59 +0000 2022,1584125223829647361,Rishi Sunak declares he is running in the Tory leadership race to become the next UK Prime Minister https://t.co/TIkjVyNnrM,https://trib.al/BVy1O68,26,62,Bloomberg,2022-10-23 10:10:59+00:00,2022-10-23 06:10:59-04:00,123
200,Sun Oct 23 17:33:31 +0000 2022,1584236591568293890,Stanley Druckenmiller's No. 1 piece of advice for novice investors https://t.co/rwLBargDbN by @SamRo via @TKerLLC https://t.co/865SWQo2BU,https://yhoo.it/3TvIiUy,1,2,Yahoo Finance,2022-10-23 17:33:31+00:00,2022-10-23 13:33:31-04:00,137
201,Sun Oct 23 17:17:55 +0000 2022,1584232664818585601,How FedEx got off the ground from a 1965 term paper: Then &amp; Now https://t.co/mGBlF1DBB7 by @SPYJared and @devan_burris https://t.co/0xSgyzHdsJ,https://yhoo.it/3gtKu0h,2,9,Yahoo Finance,2022-10-23 17:17:55+00:00,2022-10-23 13:17:55-04:00,146
202,Sun Oct 23 16:44:40 +0000 2022,1584224295332458496,Big Tech earnings and GDP data: What to know this week https://t.co/M1oaIrb9wD by @alexandraandnyc https://t.co/M3F1V083FC,https://yhoo.it/3Dq90bu,4,5,Yahoo Finance,2022-10-23 16:44:40+00:00,2022-10-23 12:44:40-04:00,122
203,Sun Oct 23 16:40:24 +0000 2022,1584223222500773888,Subaru BRZ review: Why a car that shouldn’t exist is so great https://t.co/h873cFOCRw by @Pras_S https://t.co/ivQGs0WlNt,https://yhoo.it/3Sr9LFx,4,5,Yahoo Finance,2022-10-23 16:40:24+00:00,2022-10-23 12:40:24-04:00,120
204,Sun Oct 23 16:27:22 +0000 2022,1584219942236213248,Box office: 'Ticket to Paradise' success could signal a rom-com 'renaissance' https://t.co/TzkgnVT1gp by @alliecanal8193 https://t.co/ABQ5jn3bJU,https://yhoo.it/3z6DywB,3,11,Yahoo Finance,2022-10-23 16:27:22+00:00,2022-10-23 12:27:22-04:00,144
205,Sun Oct 23 15:25:00 +0000 2022,1584204247112900618,"@Sonnenshein: ""Bitcoin is one of the most incredible inventions we've seen over the last two decades or so."" https://t.co/PxAqIPRRh9",no data,1,1,Yahoo Finance,2022-10-23 15:25:00+00:00,2022-10-23 11:25:00-04:00,132
206,Sun Oct 23 12:41:11 +0000 2022,1584163021869682688,"As crypto prices plunged in the last year so did growth in adoption worldwide, led by slowing transactions in North America and Europe. https://t.co/v61E8MdtRz https://t.co/JLE3TwiasZ",https://yhoo.it/3shQJak,11,18,Yahoo Finance,2022-10-23 12:41:11+00:00,2022-10-23 08:41:11-04:00,183
207,Sun Oct 23 10:58:00 +0000 2022,1584137054140653568,"Pumpkin spice food products are about 14% more expensive this year, according to a study done by @magnify_money. https://t.co/cMwGVNY2Gz",no data,7,12,Yahoo Finance,2022-10-23 10:58:00+00:00,2022-10-23 06:58:00-04:00,136
208,Sun Oct 23 05:00:01 +0000 2022,1584046964559290369,"""It's the gift that keeps on giving,"" @SAGAFTRA President and actress @frandrescher on ""The Nanny."" 🎁 https://t.co/WNVMJAqU55",no data,4,8,Yahoo Finance,2022-10-23 05:00:01+00:00,2022-10-23 01:00:01-04:00,125
209,Sat Oct 22 23:02:00 +0000 2022,1583956867398729731,"WNBA Commissioner @CathyEngelbert on Brittney Griner's upcoming appeal: She was ""wrongfully detained"" https://t.co/Pt1e2XYALq",no data,4,8,Yahoo Finance,2022-10-22 23:02:00+00:00,2022-10-22 19:02:00-04:00,125
210,Sat Oct 22 22:47:48 +0000 2022,1583953294447476736,"As investors rethink a 60-40 mix, strategists propose new 'macro-resilient' portfolio https://t.co/ntBYqiusbM by @alexandraandnyc https://t.co/hu8wHI11QC",https://yhoo.it/3CWPKkz,5,5,Yahoo Finance,2022-10-22 22:47:48+00:00,2022-10-22 18:47:48-04:00,153
211,Sat Oct 22 22:14:32 +0000 2022,1583944921773641728,Inflation: Fed’s Beige Book shows resilient companies — with cracks emerging https://t.co/ff9byiEzCn by @Jenniferisms https://t.co/jCePLRpNIm,https://yhoo.it/3eRK3fK,6,8,Yahoo Finance,2022-10-22 22:14:32+00:00,2022-10-22 18:14:32-04:00,141
212,Sat Oct 22 20:38:44 +0000 2022,1583920814709043200,AT&amp;T CFO: Phone bill delinquency rates ‘slightly worse than pre-pandemic norms’ https://t.co/Ic3jxkr2lk by @thebradsmith $T https://t.co/3FCOxHH57C,https://yhoo.it/3VUDI3N,5,8,Yahoo Finance,2022-10-22 20:38:44+00:00,2022-10-22 16:38:44-04:00,151
213,Sat Oct 22 20:28:00 +0000 2022,1583918111559778304,"@Nouriel: ""World War III has already started."" https://t.co/iE478xWIVJ",no data,0,2,Yahoo Finance,2022-10-22 20:28:00+00:00,2022-10-22 16:28:00-04:00,70
214,Sat Oct 22 20:13:53 +0000 2022,1583914558242304001,The real trade war with China has begun https://t.co/NoTjhqhdxC by @rickjnewman https://t.co/B7X6P1Zog8,https://yhoo.it/3SqB5Uk,8,15,Yahoo Finance,2022-10-22 20:13:53+00:00,2022-10-22 16:13:53-04:00,103
215,Sat Oct 22 19:53:35 +0000 2022,1583909450515361794,Why US tech controls on China could end up hurting American semiconductors https://t.co/4oe9aAqZRN by @AkikoFujita https://t.co/aJCwaxGLRz,https://buff.ly/3sg24aR,4,3,Yahoo Finance,2022-10-22 19:53:35+00:00,2022-10-22 15:53:35-04:00,138
216,Sat Oct 22 19:52:15 +0000 2022,1583909115151032320,Some might see a bigger 2024 tax refund after inflation adjustments https://t.co/IOt3b8f5ba by @writesronda https://t.co/vv6SBWfml2,https://yhoo.it/3F0JjzH,9,12,Yahoo Finance,2022-10-22 19:52:15+00:00,2022-10-22 15:52:15-04:00,131
217,Sat Oct 22 19:39:25 +0000 2022,1583905885713096704,Serena Williams on being a VC: 'Sometimes winning looks different' https://t.co/FW6Gjd5x5o by @agarfinks https://t.co/NF0SGqAcKh,https://buff.ly/3TsD0sT,4,15,Yahoo Finance,2022-10-22 19:39:25+00:00,2022-10-22 15:39:25-04:00,128
218,Sat Oct 22 19:30:55 +0000 2022,1583903747125616643,Retirement contribution limits for 2023 jump by record amount https://t.co/791JvC3JoA by @JannaHerron https://t.co/h5iCmH73Xo,https://yhoo.it/3F7ru24,13,26,Yahoo Finance,2022-10-22 19:30:55+00:00,2022-10-22 15:30:55-04:00,125
219,Sat Oct 22 19:07:00 +0000 2022,1583897727255003137,"Amid inflation and supply chain challenges Automobili Pininfarina’s Battista, the world’s first pure-electric ‘hyper GT’ car, is finally production ready. https://t.co/GX2mOHMSrN",no data,4,16,Yahoo Finance,2022-10-22 19:07:00+00:00,2022-10-22 15:07:00-04:00,178
220,Sat Oct 22 19:06:12 +0000 2022,1583897525152813056,Crypto interest has waned in North America and Europe in last year https://t.co/dtffYVwKMO by @DsHollers https://t.co/EpKev3IJnK,https://yhoo.it/3SFtHoB,3,8,Yahoo Finance,2022-10-22 19:06:12+00:00,2022-10-22 15:06:12-04:00,128
221,Sat Oct 22 18:44:03 +0000 2022,1583891954160394240,"Snap ‘may have to go deeper’ in laying off workers, analyst warns https://t.co/6U6ZdXoPXU by @BrianSozzi $SNAP https://t.co/IxMlDiUbFu",https://yhoo.it/3SotN3K,5,5,Yahoo Finance,2022-10-22 18:44:03+00:00,2022-10-22 14:44:03-04:00,134
222,Sat Oct 22 18:21:19 +0000 2022,1583886230340931584,'I'm coming back to walk over this sucker': Why Biden visits so many bridges https://t.co/EJEwDGI5KB by @benwerschkul https://t.co/IdgYryI0F3,https://yhoo.it/3FaHlgl,4,3,Yahoo Finance,2022-10-22 18:21:19+00:00,2022-10-22 14:21:19-04:00,141
223,Sat Oct 22 17:56:49 +0000 2022,1583880067251175424,Student loans: Borrowers in default get a second chance https://t.co/WQvIu8fbxD by @writesronda,https://yhoo.it/3TouXNO,3,7,Yahoo Finance,2022-10-22 17:56:49+00:00,2022-10-22 13:56:49-04:00,95
224,Sat Oct 22 17:35:00 +0000 2022,1583874576571715584,Ken Auletta: John Carreyrou did a 'brilliant job of exposing Elizabeth Holmes' https://t.co/2zEndjyrCx by @CrollOnPatrol https://t.co/oJWuNUTiXH,https://yhoo.it/3TM7PZC,4,8,Yahoo Finance,2022-10-22 17:35:00+00:00,2022-10-22 13:35:00-04:00,144
225,Sat Oct 22 17:14:34 +0000 2022,1583869434133123072,Biden says almost 22 million borrowers already applied for student loan relief https://t.co/d0DOzL9b2f by @benwerschkul https://t.co/YhULUleB0L,https://yhoo.it/3smxKvb,5,10,Yahoo Finance,2022-10-22 17:14:34+00:00,2022-10-22 13:14:34-04:00,143
226,Sat Oct 22 16:49:02 +0000 2022,1583863008920764417,Trump Organization faces a criminal trial — why it could be tough to punish https://t.co/bknAvk5ixV by @benwerschkul,https://yhoo.it/3glyPk0,2,4,Yahoo Finance,2022-10-22 16:49:02+00:00,2022-10-22 12:49:02-04:00,116
227,Sat Oct 22 16:39:00 +0000 2022,1583860481898549248,What does a recession mean for investors? https://t.co/xcteQQPOkp,no data,5,12,Yahoo Finance,2022-10-22 16:39:00+00:00,2022-10-22 12:39:00-04:00,65
228,Sat Oct 22 15:50:00 +0000 2022,1583848150736916482,"LinkedIn co-founder @reidhoffman speculates on how AI may impact, and even create, human jobs. https://t.co/ryZkFCshbF",no data,2,5,Yahoo Finance,2022-10-22 15:50:00+00:00,2022-10-22 11:50:00-04:00,118
229,Sat Oct 22 13:15:00 +0000 2022,1583809144015925248,P&amp;G CEO tells @BrianSozzi we aren't in a recession when looking from a consumer demand standpoint. https://t.co/tzfK741niU,no data,6,13,Yahoo Finance,2022-10-22 13:15:00+00:00,2022-10-22 09:15:00-04:00,126
230,Sat Oct 22 12:27:32 +0000 2022,1583797200349704192,Former Trump advisor on Kanye West's antisemitic comments: 'It’s unacceptable' https://t.co/5RqASi8usJ by @SeanaNSmith https://t.co/JJWteimtuI,https://buff.ly/3gvjaii,3,13,Yahoo Finance,2022-10-22 12:27:32+00:00,2022-10-22 08:27:32-04:00,142
231,Sat Oct 22 12:17:38 +0000 2022,1583794706051661826,Republican National Committee sues Google over email spam filters https://t.co/sOBt8Hs6bq via @Reuters https://t.co/fDat1qof3T,https://buff.ly/3F9ZmeJ,10,15,Yahoo Finance,2022-10-22 12:17:38+00:00,2022-10-22 08:17:38-04:00,126
232,Sat Oct 22 12:10:02 +0000 2022,1583792797257465856,Here's what's really hurting the economy https://t.co/EZoqKb8YP7 by @serwer https://t.co/Q9WqRhH3Vu,https://buff.ly/3So4fno,8,9,Yahoo Finance,2022-10-22 12:10:02+00:00,2022-10-22 08:10:02-04:00,99
233,Sat Oct 22 09:11:56 +0000 2022,1583747973023813633,Workers who switched jobs during the ‘Great Resignation’ are now worried about keeping their new ones https://t.co/a5nxpTVjAr via @FortuneMagazine,https://yhoo.it/3CXfrBo,5,8,Yahoo Finance,2022-10-22 09:11:56+00:00,2022-10-22 05:11:56-04:00,146
234,Sat Oct 22 01:21:00 +0000 2022,1583629459646689280,3 takeaways from Yahoo Finance’s All Markets Summit: https://t.co/Ikfok6bPcl,no data,4,18,Yahoo Finance,2022-10-22 01:21:00+00:00,2022-10-21 21:21:00-04:00,76
235,Sat Oct 22 00:57:00 +0000 2022,1583623419878264832,"@Nouriel spoke with @serwer on tensions between China and the U.S., the Russian-Ukrainian war, and the possibility of a World War III. https://t.co/EahqUr8qca",no data,3,2,Yahoo Finance,2022-10-22 00:57:00+00:00,2022-10-21 20:57:00-04:00,158
236,Sat Oct 22 00:17:00 +0000 2022,1583613353477513216,Rolls-Royce Motor Cars CEO discusses its first EV with @Pras_S https://t.co/l0ZnLxCj2f,no data,7,17,Yahoo Finance,2022-10-22 00:17:00+00:00,2022-10-21 20:17:00-04:00,86
237,Fri Oct 21 23:37:06 +0000 2022,1583603311776657408,Student-loan forgiveness program temporarily halted by appeals court https://t.co/qZ0dr87sj7 via @WSJ,https://yhoo.it/3MQqAJ4,12,25,Yahoo Finance,2022-10-21 23:37:06+00:00,2022-10-21 19:37:06-04:00,101
238,Fri Oct 21 23:25:50 +0000 2022,1583600478369480705,Banks forced to hold on to Twitter deal debt-sources https://t.co/LKtKFWkTtx,https://yhoo.it/3F3arxP,13,17,Yahoo Finance,2022-10-21 23:25:50+00:00,2022-10-21 19:25:50-04:00,76
239,Fri Oct 21 22:42:00 +0000 2022,1583589445818646528,Grayscale CEO @Sonnenshein on if #bitcoin is better than the USD. https://t.co/IISJ84iSnZ,no data,5,15,Yahoo Finance,2022-10-21 22:42:00+00:00,2022-10-21 18:42:00-04:00,89
240,Fri Oct 21 22:27:41 +0000 2022,1583585842894753793,This week in Bidenomics: Housing smashup https://t.co/qGHOU16IjL by @rickjnewman https://t.co/7tKoBgS88n,https://yhoo.it/3gvRfyN,9,12,Yahoo Finance,2022-10-21 22:27:41+00:00,2022-10-21 18:27:41-04:00,104
241,Fri Oct 21 22:06:33 +0000 2022,1583580527025868800,RT @KerryHannon: Retirement contribution limits for 2023 jump by record amount @JannaHerron @YahooFinance #retirementsavings  https://t.co/…,no data,5,0,Yahoo Finance,2022-10-21 22:06:33+00:00,2022-10-21 18:06:33-04:00,140
242,Fri Oct 21 22:03:53 +0000 2022,1583579854951182336,"The banks providing $13 billion in financing for $TSLA CEO Elon Musk's acquisition of $TWTR have abandoned plans to sell the debt to investors over uncertainty around the social company's fortunes &amp; losses, people familiar with the matter told Reuters https://t.co/qBoEsMIOMk",https://yhoo.it/3DjopKV,9,16,Yahoo Finance,2022-10-21 22:03:53+00:00,2022-10-21 18:03:53-04:00,279
243,Fri Oct 21 22:03:00 +0000 2022,1583579631688585216,@AkikoFujita and @DanielHowley discuss Uber's plan to have in-car ads play during your Uber trip. https://t.co/3Wf5UBbJ9t,no data,0,1,Yahoo Finance,2022-10-21 22:03:00+00:00,2022-10-21 18:03:00-04:00,121
244,Fri Oct 21 21:57:44 +0000 2022,1583578305546313728,Verizon falls to 11-year low after stumble on subscriber growth $VZ https://t.co/hzuPPQu61t via @business https://t.co/B2Hb9r9wn0,https://yhoo.it/3SlUTsg,6,11,Yahoo Finance,2022-10-21 21:57:44+00:00,2022-10-21 17:57:44-04:00,129
245,Fri Oct 21 21:36:35 +0000 2022,1583572983150698496,Retirement contribution limits for 2023 jump by record amount https://t.co/MVd56nZZXn by @JannaHerron https://t.co/HpfKOVsxb0,https://yhoo.it/3ePfS8Y,14,29,Yahoo Finance,2022-10-21 21:36:35+00:00,2022-10-21 17:36:35-04:00,125
246,Fri Oct 21 20:59:47 +0000 2022,1583563723947397121,.@DaveBriggsTV and @SeanaNSmith taste test Arby’s limited edition sandwich-inspired bourbon: https://t.co/irJslmoFyU,no data,5,7,Yahoo Finance,2022-10-21 20:59:47+00:00,2022-10-21 16:59:47-04:00,116
247,Fri Oct 21 20:52:56 +0000 2022,1583561998692126720,"Telemundo Deportes Lead Broadcaster @AndresCantorGOL joins @DaveBriggsTV to discuss the 2022 World Cup kicking off live from Qatar on November 20, 2022: https://t.co/ilKVR66fsW",no data,4,6,Yahoo Finance,2022-10-21 20:52:56+00:00,2022-10-21 16:52:56-04:00,176
248,Fri Oct 21 20:44:20 +0000 2022,1583559835706347520,"“Women lead in very different ways,” Author of ‘When Women Lead’ @JBoorstin says. “They’re more likely to lead with empathy, ... bringing in perspectives from across an organization.” https://t.co/RF5MVElPpL",no data,2,12,Yahoo Finance,2022-10-21 20:44:20+00:00,2022-10-21 16:44:20-04:00,207
249,Fri Oct 21 20:31:19 +0000 2022,1583556557664833536,"As $SNAP continued its crash today after a tough Q3, one analyst explains 3 big problems that still lurk. https://t.co/nNAWCbp6Oa https://t.co/W4A6lw05On https://t.co/3ULexpW2Cx",https://finance.yahoo.com/news/snap-stock-is-crashing-again-3-big-problems-still-lurk-102202548.html,3,12,Yahoo Finance,2022-10-21 20:31:19+00:00,2022-10-21 16:31:19-04:00,177
250,Fri Oct 21 20:26:40 +0000 2022,1583555388082831360,.@WritesRonda explains how parents can take advantage of President Biden’s student debt relief program: https://t.co/Wy5ryMeDn8,no data,5,5,Yahoo Finance,2022-10-21 20:26:40+00:00,2022-10-21 16:26:40-04:00,127
251,Fri Oct 21 20:23:17 +0000 2022,1583554537331527681,Agriculture Transpiration Coalition Peter Friedmann Executive Director explains why shipping costs are skyrocketing as Mississippi River levels recede: https://t.co/ZGUXNmeTSe,no data,5,5,Yahoo Finance,2022-10-21 20:23:17+00:00,2022-10-21 16:23:17-04:00,175
252,Fri Oct 21 20:21:49 +0000 2022,1583554168375033858,Trump Organization faces a criminal trial — why it could be tough to punish https://t.co/EpRp6kFYQz by @benwerschkul,https://yhoo.it/3SssGzU,2,6,Yahoo Finance,2022-10-21 20:21:49+00:00,2022-10-21 16:21:49-04:00,116
253,Fri Oct 21 20:11:48 +0000 2022,1583551648039079936,"“What we have to understand is the rest of the year is going to look pretty much like this,” Salt Financial President @alfredeskandar says on market volatility. “We’re going to have massive weeks up and massive weeks down. It is not for the investor with a soft stomach.” https://t.co/RNfQBcierW",no data,4,8,Yahoo Finance,2022-10-21 20:11:48+00:00,2022-10-21 16:11:48-04:00,295
254,Fri Oct 21 20:08:49 +0000 2022,1583550896352374784,"RT @yfinanceplus: The major indexes have ended the week on a high. 

⬆️ $DJI +2.47%
⬆️ $GSPC +2.37%
⬆️ $IXIC +2.31%

https://t.co/A1ukGDcqH…",no data,6,0,Yahoo Finance,2022-10-21 20:08:49+00:00,2022-10-21 16:08:49-04:00,140
255,Fri Oct 21 20:07:38 +0000 2022,1583550598355374080,Biden says almost 22 million borrowers already applied for student loan relief https://t.co/rCzZGJmsHS by @benwerschkul https://t.co/2hZAkCUApm,https://yhoo.it/3TMiEe9,8,10,Yahoo Finance,2022-10-21 20:07:38+00:00,2022-10-21 16:07:38-04:00,143
256,Fri Oct 21 19:57:38 +0000 2022,1583548084125986817,"RT @AnjKhem: Quick math:
$19.50-$30 for 330M market
$110-$130 for half that (Bourla said expects flu-like market size) https://t.co/6vY5Qtx…",no data,4,0,Yahoo Finance,2022-10-21 19:57:38+00:00,2022-10-21 15:57:38-04:00,140
